prodcode	dmdcode	therapyevents	gemscriptcode	productname	drugsubstancename	substancestrength	formulation	routeofadministration	bnfcode	bnfheader	databasebuild
74461	32809811000001103	10	69042021	Tamoxifen 20mg tablets (Genesis Pharmaceuticals Ltd)	Tamoxifen citrate	20mg	Tablet	Oral	06040104/06050100/08030401	Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer	January 2019
3131	3943111000001102	5668	81095020	Femapak 40 (Abbott Healthcare Products Ltd)			Not applicable	Route of administration not applicable	06040101	Oestrogens And HRT	February 2009
988	2889311000001109	142199	69410020	Estraderm TTS 25 patches (Novartis Pharmaceuticals UK Ltd)	Estradiol	25microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	February 2009
44994	17351511000001107	37779	98667020	Millinette 30microgram/75microgram tablets (Gedeon Richter (UK) Ltd)	Ethinylestradiol/Gestodene	30microgram + 75microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	April 2011
87836	41109111000001100	1	03592022	Drospirenone 3mg / Estetrol 14.2mg tablets	Drospirenone/Estetrol monohydrate	3mg + 14.2mg	Tablet	Oral	06040103/07030150	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Low Strength (Oral)	March 2023
51201	18258311000001109	1	06732020	Estradot 50micrograms/24hours patches (Necessity Supplies Ltd)	Estradiol	50microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	January 2013
2421	325609008	41344	64343020	Medroxyprogesterone 5mg tablets	Medroxyprogesterone acetate	5mg	Tablet	Oral	06040102/06040103/06040105	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
16891	4212211000001107	1957	85168020	Crinone 8% progesterone vaginal gel (Merck Serono Ltd)	Progesterone	80mg/1gram	Vaginal gel	Vaginal	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	February 2009
69756	32927411000001106	76	69939021	Duavive 0.45mg/20mg modified-release tablets (Pfizer Ltd)	Bazedoxifene acetate/Conjugated oestrogens	20mg + 450microgram	Modified-release tablet	Oral	06040101/06040104	Oestrogens And HRT/Selective Estrogen Receptor Modulators (Serms)	June 2017
64918	24676211000001100	116	27018021	Aidulan 20microgram/75microgram tablets (Lupin Healthcare (UK) Ltd)	Gestodene/Ethinylestradiol	75microgram + 20microgram	Tablet	Oral	06040103/07030150	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Low Strength (Oral)	December 2015
15194	2938211000001106	376	84437020	Dermestril 100 patches (Kyowa Kirin Ltd)	Estradiol	100microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	February 2009
40512	15364711000001109	887	93563020	Ethinylestradiol 2.7mg / Etonogestrel 11.7mg vaginal delivery system	Ethinylestradiol/Etonogestrel	2.7mg + 11.7mg	Vaginal delivery system	Vaginal	06040103/07030151	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Low Strength (Vaginal)	October 2009
18009	214155001000027106	717	80633020	Estradiol 50micrograms/24hr once weekly patch	Estradiol	50mcg/24hours (3.8 mg/unit)	Once Weekly Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
15298	240025001000027103	98	88742020	Estradiol 25micrograms/24hr twice weekly patch	Estradiol	25 micrograms/24 hours (0.39mg/unit)	Twice Weekly Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
33470	388311000001100	920	53481020	Tamoxifen 20mg tablets (Teva UK Ltd)	Tamoxifen citrate	20mg	Tablet	Oral	06040104/06050100/08030401	Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer	February 2009
73574	16585311000001108	1	06808020	Oestrogel Pump-Pack 0.06% gel (Stephar (U.K.) Ltd)	Estradiol	600microgram/1gram	Gel	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	November 2018
43440	4111611000001100	20	49647020	Ethinylestradiol 50microgram tablets (UCB Pharma Ltd)	Ethinylestradiol	50microgram	Tablet	Oral	06040101/08030100	Oestrogens And HRT/Oestrogens (In Malignant Disease)	September 2010
68207	14159611000001109	7	35429020	Megestrol 40mg/5ml oral suspension	Megestrol acetate	8mg/1ml	Oral suspension	Oral	06040103/08030200	Progestogen Products Doubling (In House Use)/Progestogens (In Malignant Disease)	November 2016
5576	4432011000001108	8072	57770020	Synphase tablets (Pfizer Ltd)			Not applicable	Route of administration not applicable	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	February 2009
76943	5405911000001103	273	10314020	Prempak-C 0.625mg/0.15mg tablets (Waymade Healthcare Plc)			Not applicable	Route of administration not applicable	06040101/06040103	Oestrogens And HRT/Progestogen Products Doubling (In House Use)	July 2019
64956	29912011000001103	450	52874021	Emerres 1.5mg tablets (Morningside Healthcare Ltd)	Levonorgestrel	1.5mg	Tablet	Oral	06040103/07030550	Progestogen Products Doubling (In House Use)/Hormonal Methods	December 2015
66404	5355111000001103	1	12098020	Climagest 1mg tablets (Waymade Healthcare Plc)			Not applicable	Route of administration not applicable	06040101	Oestrogens And HRT	June 2016
78800	24195511000001100	11	23113021	Tibolone 2.5mg tablets (Alliance Healthcare (Distribution) Ltd)	Tibolone	2.5mg	Tablet	Oral	06040101	Oestrogens And HRT	November 2019
71135	13301611000001107	9	34518020	Tamoxifen 10mg/5ml oral solution	Tamoxifen citrate	2mg/1ml	Oral solution	Oral	06040104/06050100/08030401	Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer	December 2017
6545	4338711000001100	33570	81044020	FemSeven Conti patches (Theramex HQ UK Ltd)	Estradiol/Levonorgestrel	50microgram/24hour + 7microgram/24hour	Transdermal patch	Transdermal	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
11363	210475001000027107	353	79442020	Estradiol and (estradiol with dydrogesterone) 2mg with (2mg with 20mg) tablets	Dydrogesterone/Estradiol Hemihydrate	2mg + (2mg + 20mg)	Tablets	Oral	06040101	Oestrogens And HRT	February 2009
39517	15364511000001104	16449	96393020	NuvaRing 0.12mg/0.015mg per day vaginal delivery system (Organon Pharma (UK) Ltd)	Ethinylestradiol/Etonogestrel	2.7mg + 11.7mg	Vaginal delivery system	Vaginal	06040103/07030151	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Low Strength (Vaginal)	April 2009
2766	3040311000001103	105494	81290020	Climesse tablets (Novartis Pharmaceuticals UK Ltd)	Estradiol valerate/Norethisterone	2mg + 700microgram	Tablet	Oral	06040101	Oestrogens And HRT	February 2009
7346	325911000001102	104623	53266020	Nolvadex D 20mg tablets (AstraZeneca UK Ltd)	Tamoxifen citrate	20mg	Tablet	Oral	06040104/06050100/08030401	Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer	February 2009
57748	22502911000001100	347	16454021	Desomono 75microgram tablets (MedRx Licences Ltd)	Desogestrel	75microgram	Tablet	Oral	06040103/07030201	Progestogen Products Doubling (In House Use)/Oral Progestogen-Only Contraceptives	October 2013
6492	7340311000001105	68256	87752020	Premique Low Dose 0.3mg/1.5mg modified-release tablets (Pfizer Ltd)	Medroxyprogesterone acetate/Conjugated oestrogens	1.5mg + 300microgram	Modified-release tablet	Oral	06040101/06040103/06040105/06060000	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)/Products Affecting Bone Metabolism	February 2009
87597	4707511000001102	1	06710020	FemSeven Sequi 50micrograms/24hours Phase 1 patches (Theramex HQ UK Ltd)	Estradiol	50microgram/24hour	Transdermal patch	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2023
85671	36602211000001100	9	85261021	SyreniRing 0.12mg/0.015mg per day vaginal delivery system (Crescent Pharma Ltd)	Ethinylestradiol/Etonogestrel	2.7mg + 11.7mg	Vaginal delivery system	Vaginal	06040103/07030151	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Low Strength (Vaginal)	February 2022
3471	3174811000001109	20044	73713020	Femodene ED tablets (Bayer Plc)			Not applicable	Route of administration not applicable	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	February 2009
5343	160065001000027104	51	69404020	Estradiol 25micrograms/24hr twice weekly patch	Estradiol	25micrograms/24 hours (2mg/unit)	Twice Weekly Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
59383	21930311000001102	22	47519020	Lestramyl 30microgram/150microgram tablets (Viatris UK Healthcare Ltd)	Desogestrel/Ethinylestradiol	150microgram + 30microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	April 2014
71112	3543111000001105	405	12929020	Generic Hormonin tablets	Estrone/Estradiol/Estriol	1.4mg + 600microgram + 270microgram	Tablet	Oral	06040101	Oestrogens And HRT	December 2017
82281	11534611000001107	13	66790020	Tamoxifen 20mg tablets (Sandoz Ltd)	Tamoxifen citrate	20mg	Tablet	Oral	06040104/06050100/08030401	Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer	January 2021
61675	21784411000001100	0	47537020	Tamoxifen 10mg tablets (Waymade Healthcare Plc)	Tamoxifen citrate	10mg	Tablet	Oral	06040104/06050100/08030401	Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer	November 2014
1062	492611000001103	1052176	55176020	Ovranette 150microgram/30microgram tablets (Pfizer Ltd)	Ethinylestradiol/Levonorgestrel	30microgram + 150microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	February 2009
75977	30805711000001103	5	57380021	Juliperla 75microgram/20microgram tablets (Actavis UK Ltd)	Gestodene/Ethinylestradiol	75microgram + 20microgram	Tablet	Oral	06040103/07030150	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Low Strength (Oral)	April 2019
36409	10276311000001109	509	52485020	Climanor 5mg tablets (ReSource Medical UK Ltd)	Medroxyprogesterone acetate	5mg	Tablet	Oral	06040102/06040103/06040105	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
69377	18070811000001106	3	12917020	Evorel Sequi patches (Lexon (UK) Ltd)			Not applicable	Route of administration not applicable	06040101/06040103	Oestrogens And HRT/Progestogen Products Doubling (In House Use)	May 2017
86641	19999311000001105	0	39743020	Evista 60mg tablets (DE Pharmaceuticals)	Raloxifene hydrochloride	60mg	Tablet	Oral	06040101/06040104	Oestrogens And HRT/Selective Estrogen Receptor Modulators (Serms)	August 2022
79899	14728811000001106	1	06658020	Progynova 1mg tablets (Sigma Pharmaceuticals Plc)	Estradiol valerate	1mg	Tablet	Oral	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2020
35091	3414911000001105	195065	93077020	Oestrogel Pump-Pack 0.06% gel (Besins Healthcare (UK) Ltd)	Estradiol	600microgram/1gram	Gel	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
68211	18607711000001104	5	06815020	Provera 10mg tablets (DE Pharmaceuticals)	Medroxyprogesterone acetate	10mg	Tablet	Oral	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	November 2016
2641	623311000001109	481272	53182020	Ovestin 1mg cream (Aspen Pharma Trading Ltd)	Estriol	1mg/1gram	Cream	Vaginal	06040105/07020150	HRT Product - In Drug Tariff List (In House Use Only)/Oestrogens, Topical	February 2009
24764	209365001000027105	93	79116020	Estradiol and (estradiol with norethisterone) 2mg with (2mg with 1mg) tablets	Estradiol/Norethisterone	2mg + (2mg + 1mg)	Tablets	Oral	06040101	Oestrogens And HRT	February 2009
1354	312411000001108	234163	55196020	Brevinor 500microgram/35microgram tablets (Pfizer Ltd)	Norethisterone/Ethinylestradiol	500microgram + 35microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	February 2009
4382	326075007	252097	85617020	Raloxifene 60mg tablets	Raloxifene hydrochloride	60mg	Tablet	Oral	06040101/06040104	Oestrogens And HRT/Selective Estrogen Receptor Modulators (Serms)	February 2009
32930	225955001000027100	7	84162020	Dermestril septem 25microgram/24hr Transdermal patch (Strakan Ltd)	Estradiol	25microgram/24hr	Transdermal Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
2457	325505008	51094	72222020	Estradiol valerate 1mg tablets	Estradiol valerate	1mg	Tablet	Oral	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
52443	18221211000001106	689	07137020	Microgynon 30 tablets (Mawdsley-Brooks & Company Ltd)	Ethinylestradiol/Levonorgestrel	30microgram + 150microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	January 2013
2402	71211000001107	379085	58423020	Vagifem 25microgram vaginal tablets (Novo Nordisk Ltd)	Estradiol	25microgram	Pessary	Vaginal	06040101	Oestrogens And HRT	February 2009
30919	842311000001108	406	57132020	Tamoxifen 20mg tablets (Accord Healthcare Ltd)	Tamoxifen citrate	20mg	Tablet	Oral	06040104/06050100/08030401	Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer	February 2009
74840	5262811000001101	16	06711020	Estraderm MX 50 patches (Waymade Healthcare Plc)	Estradiol	50microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	February 2019
44461	18109911000001108	146177	99027020	Estradiol 10microgram pessaries	Estradiol	10microgram	Pessary	Vaginal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	January 2011
60564	24408111000001100	61	24100021	Levonorgestrel 13.5mg intrauterine device	Levonorgestrel	13.5mg	Intrauterine device	Intrauterine	06040103/07030203	Progestogen Products Doubling (In House Use)/Intra-Uterine Progestogen-Only Device	July 2014
21641	325627006	784	85166020	Progesterone 8% vaginal gel 1.125g applicators	Progesterone	80mg/1gram	Vaginal gel	Vaginal	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	February 2009
10946	2943611000001102	6385	78903020	Menorest 50 patches (Novartis Pharmaceuticals UK Ltd)	Estradiol	50microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	February 2009
697	439011000001108	1017019	76155020	Yasmin tablets (Bayer Plc)	Drospirenone/Ethinylestradiol	3mg + 30microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	February 2009
72036	18646711000001105	0	12918020	Evorel Sequi patches (DE Pharmaceuticals)			Not applicable	Route of administration not applicable	06040101/06040103	Oestrogens And HRT/Progestogen Products Doubling (In House Use)	April 2018
86039	38738111000001100	7	94339021	Ambelina 150microgram/30microgram tablets (Crescent Pharma Ltd)	Ethinylestradiol/Levonorgestrel	30microgram + 150microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	April 2022
10076	9045511000001101	18617	88758020	Estradot 75micrograms/24hours patches (Novartis Pharmaceuticals UK Ltd)	Estradiol	75microgram/24hour	Transdermal patch	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
16493	8787011000001107	8466	89178020	Angeliq 1mg/2mg tablets (Bayer Plc)	Estradiol hemihydrate/Drospirenone	1mg + 2mg	Tablet	Oral	06040101/06040103	Oestrogens And HRT/Progestogen Products Doubling (In House Use)	February 2009
50218	20292511000001107	2822	41237020	Esmya 5mg tablets (Gedeon Richter (UK) Ltd)	Ulipristal acetate	5mg	Tablet	Oral	06040102	Progestogens And Progesterone Receptor Modulators	January 2013
41349	220515001000027107	2	82618020	Phyto progesterone 3% cream	Progesterone	3%	Cream	Topical	06040101/52010000	Oestrogens And HRT/Herbal Remedy	March 2010
7776	326358005	13418	80359020	Ethinylestradiol 30microgram / Gestodene 75microgram tablets	Ethinylestradiol/Gestodene	30microgram + 75microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	February 2009
14950	36065211000001103	6740	82229020	Estradiol 50micrograms/24hours / Norethisterone 170micrograms/24hours transdermal patches	Norethisterone acetate/Estradiol	170microgram/24hour + 50microgram/24hour	Transdermal patch	Transdermal	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
4882	2937111000001101	52608	81877020	Estraderm MX 100 patches (Norgine Pharmaceuticals Ltd)	Estradiol	100microgram/24hour	Transdermal patch	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
9684	3942111000001108	6786	80200020	Femapak 80 (Abbott Healthcare Products Ltd)			Not applicable	Route of administration not applicable	06040101	Oestrogens And HRT	February 2009
16437	214165001000027102	265	80634020	Estradiol 100micrograms/24hr once weekly patch	Estradiol	100mcg/24 hour (7.6mg/unit)	Once Weekly Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
4393	3049511000001101	211435	86142020	Elleste Duet Conti tablets (Viatris UK Healthcare Ltd)	Estradiol/Norethisterone acetate	2mg + 1mg	Tablet	Oral	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
6686	326324002	100985	81026020	Ethinylestradiol 30microgram / Levonorgestrel 150microgram tablets	Ethinylestradiol/Levonorgestrel	30microgram + 150microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	February 2009
41590	573611000001108	2638	50675020	Tamoxifen 20mg tablets (A A H Pharmaceuticals Ltd)	Tamoxifen citrate	20mg	Tablet	Oral	06040104/06050100/08030401	Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer	March 2010
4207	3455511000001109	153975	80550020	Elleste Duet 2mg tablets (Viatris UK Healthcare Ltd)			Not applicable	Route of administration not applicable	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
8070	636811000001106	21190	64376020	Megace 160mg tablets (Bausch & Lomb UK Ltd)	Megestrol acetate	160mg	Tablet	Oral	06040103/08030200	Progestogen Products Doubling (In House Use)/Progestogens (In Malignant Disease)	February 2009
70946	34768911000001106	19	78397021	Lubion 25mg/1.119ml solution for injection vials (IBSA Pharma Ltd)	Progesterone	22.35mg/1ml	Solution for injection	Subcutaneous/Intramuscular	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	December 2017
58642	21730911000001106	6317	46807020	Cimizt 30microgram/150microgram tablets (Morningside Healthcare Ltd)	Desogestrel/Ethinylestradiol	150microgram + 30microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	January 2014
1775	663011000001101	22156	48707020	Clomid 50mg tablets (Sanofi)	Clomifene citrate	50mg	Tablet	Oral	06040104/06050150	Selective Estrogen Receptor Modulators (Serms)/Anti-Oestrogens	February 2009
3036	3351311000001107	58163	58116020	Cyclo-Progynova 2mg tablets (Viatris UK Healthcare Ltd)			Not applicable	Route of administration not applicable	06040101/06040103	Oestrogens And HRT/Progestogen Products Doubling (In House Use)	February 2009
55819	21520611000001101	3203	46828020	Nacrez 75microgram tablets (Teva UK Ltd)	Desogestrel	75microgram	Tablet	Oral	06040103/07030201	Progestogen Products Doubling (In House Use)/Oral Progestogen-Only Contraceptives	August 2013
3179	2846111000001106	79982	58119020	Progynova 1mg tablets (Bayer Plc)	Estradiol valerate	1mg	Tablet	Oral	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
61465	24677711000001105	2025	27034021	Feanolla 75microgram tablets (Lupin Healthcare (UK) Ltd)	Desogestrel	75microgram	Tablet	Oral	06040103/07030201	Progestogen Products Doubling (In House Use)/Oral Progestogen-Only Contraceptives	October 2014
12788	325662001	11759	79383020	Estradiol 1mg / Norethisterone acetate 500microgram tablets	Norethisterone acetate/Estradiol	500microgram + 1mg	Tablet	Oral	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
2977	325541008	24444	52480020	Estradiol 50mg implant	Estradiol	50mg	Implant	Subcutaneous	06040101	Oestrogens And HRT	February 2009
10180	9045311000001107	38142	88756020	Estradot 50micrograms/24hours patches (Novartis Pharmaceuticals UK Ltd)	Estradiol	50microgram/24hour	Transdermal patch	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
35958	10276611000001104	474	90697020	Bedol 2mg tablets (ReSource Medical UK Ltd)	Estradiol	2mg	Tablet	Oral	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
76978	5261211000001109	1	06696020	Estraderm MX 25 patches (Waymade Healthcare Plc)	Estradiol	25microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	July 2019
57264	22403311000001100	134	16258021	Estradiol 1.5mg / Nomegestrol 2.5mg tablets	Nomegestrol acetate/Estradiol hemihydrate	2.5mg + 1.5mg	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	September 2013
37073	11758611000001104	1989	93810020	Sunya 20/75 tablets (Kent Pharma (UK) Ltd)	Gestodene/Ethinylestradiol	75microgram + 20microgram	Tablet	Oral	06040103/07030150	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Low Strength (Oral)	February 2009
36056	36022011000001106	228	92277020	Progesterone 100mg/2ml solution for injection ampoules	Progesterone	50mg/1ml	Solution for injection	Intramuscular	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	February 2009
66396	16229211000001103	2	06813020	Provera 10mg tablets (Lexon (UK) Ltd)	Medroxyprogesterone acetate	10mg	Tablet	Oral	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	June 2016
84160	38340211000001108	1	92213021	Akizza 75microgram/30microgram tablets (Morningside Healthcare Ltd)	Ethinylestradiol/Gestodene	30microgram + 75microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	July 2021
16997	212765001000027102	613	80133020	Estradiol with (estradiol with norethisterone acetate) 2mg with (2mg with 1 mg) tablets	Estradiol Hemihydrate/Norethisterone Acetate	2mg + (2mg + 1 mg)	Tablets	Oral	06040101	Oestrogens And HRT	February 2009
5005	160005001000027100	8106	69397020	Estradiol 50micrograms/24hr twice weekly patch	Estradiol	50mcg/24 hours (3.2mg/unit)	Twice Weekly Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
1083	325611004	1592296	65135020	Norethisterone 5mg tablets	Norethisterone	5mg	Tablet	Oral	06040102/06040103/08030200	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)/Progestogens (In Malignant Disease)	February 2009
15880	2911411000001105	32	84164020	Dermestril - Septem 75 patches (Kyowa Kirin Ltd)	Estradiol	75microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	February 2009
41390	70415001000027103	8	56954020	Estradiol with (estradiol with norethisterone acetate) twice weekly patch	Estradiol Hemihydrate/Norethisterone Acetate		Twice Weekly Patch		06040101	Oestrogens And HRT	March 2010
50064	18221611000001108	1	06868020	Clomid 50mg tablets (Necessity Supplies Ltd)	Clomifene citrate	50mg	Tablet	Oral	06040104/06050150	Selective Estrogen Receptor Modulators (Serms)/Anti-Oestrogens	January 2013
4328	2841811000001109	282768	80545020	Elleste Solo 1mg tablets (Viatris UK Healthcare Ltd)	Estradiol	1mg	Tablet	Oral	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
1114	65875001000027106	24953	56293020	Cyclogest 400mg Suppository (Shire Pharmaceuticals Ltd)	Progesterone	400mg	Pessary	Vaginal/Rectal	06040102	Progestogens And Progesterone Receptor Modulators	February 2009
12713	74315001000027105	1639	57504020	Estradiol valerate and (estradiol valerate with norethisterone) 2mg with (2mg with 1 mg) tablets	Estradiol Valerate/Norethisterone	2mg + (2mg + 1 mg)	Tablets	Oral	06040101	Oestrogens And HRT	February 2009
83506	19963811000001101	131	39509020	Estraderm TTS 25 patches (Lexon (UK) Ltd)	Estradiol	25microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	April 2021
49518	18572611000001106	88	07157020	Depo-Provera 150mg/1ml suspension for injection pre-filled syringes (DE Pharmaceuticals)	Medroxyprogesterone acetate	150mg/1ml	Suspension for injection	Intramuscular	06040103/07030202	Progestogen Products Doubling (In House Use)/Parenteral Progestogen-Only Contraceptives	January 2013
6166	4608311000001102	146038	67960020	Evra transdermal patches (Gedeon Richter (UK) Ltd)	Norelgestromin/Ethinylestradiol	203microgram/24hour + 33.9microgram/24hour	Transdermal patch	Transdermal	06040103/07030101	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Transdermal)	February 2009
18206	11738011000001105	2981	87336020	Ethinylestradiol 2microgram tablets	Ethinylestradiol	2microgram	Tablet	Oral	06040101/08030100	Oestrogens And HRT/Oestrogens (In Malignant Disease)	February 2009
58575	3404511000001101	0	12097020	Generic Climagest 1mg tablets			Not applicable	Route of administration not applicable	06040101	Oestrogens And HRT	January 2014
64401	20921211000001106	2	43743020	Progesterone 2.34% cream	Progesterone	23.4mg/1gram	Cream	Transdermal	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	October 2015
57312	13301711000001103	219	34520020	Tamoxifen 10mg/5ml oral suspension	Tamoxifen citrate	2mg/1ml	Oral suspension	Oral	06040104/06050100/08030401	Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer	September 2013
935	524211000001108	1352947	55257020	Marvelon tablets (Organon Pharma (UK) Ltd)	Desogestrel/Ethinylestradiol	150microgram + 30microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	February 2009
57876	22683711000001100	274	17170021	Progesterone micronised 200mg vaginal capsules	Progesterone	200mg	Capsule	Vaginal	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	December 2013
64052	28091111000001103	36	43136021	Estriol 0.01% cream with applicator (A A H Pharmaceuticals Ltd)			Not applicable	Route of administration not applicable	06040105/07020150	HRT Product - In Drug Tariff List (In House Use Only)/Oestrogens, Topical	August 2015
